Country,alpha_3,Date,Infected
Morocco,MAR,2/3/2020,0
Mozambique,MOZ,2/3/2020,0
Namibia,NAM,2/3/2020,0
Nepal,NPL,2/3/2020,1
Netherlands,NLD,2/3/2020,0
New Zealand,NZL,2/3/2020,0
Nicaragua,NIC,2/3/2020,0
Niger,NER,2/3/2020,0
Nigeria,NGA,2/3/2020,0
North Macedonia,MKD,2/3/2020,0
Norway,NOR,2/3/2020,0
Oman,OMN,2/3/2020,0
Pakistan,PAK,2/3/2020,0
Panama,PAN,2/3/2020,0
Papua New Guinea,PNG,2/3/2020,0
Paraguay,PRY,2/3/2020,0
Peru,PER,2/3/2020,0
Philippines,PHL,2/3/2020,2
Poland,POL,2/3/2020,0
Portugal,PRT,2/3/2020,0
Qatar,QAT,2/3/2020,0
Romania,ROU,2/3/2020,0
Russia,RUS,2/3/2020,2
Rwanda,RWA,2/3/2020,0
Saint Kitts and Nevis,KNA,2/3/2020,0
Saint Lucia,LCA,2/3/2020,0
Saint Vincent and the Grenadines,VCT,2/3/2020,0
San Marino,SMR,2/3/2020,0
Sao Tome and Principe,STP,2/3/2020,0
Saudi Arabia,SAU,2/3/2020,0
Senegal,SEN,2/3/2020,0
Serbia,SRB,2/3/2020,0
Seychelles,SYC,2/3/2020,0
Sierra Leone,SLE,2/3/2020,0
Singapore,SGP,2/3/2020,18
Slovakia,SVK,2/3/2020,0
Slovenia,SVN,2/3/2020,0
Somalia,SOM,2/3/2020,0
South Africa,ZAF,2/3/2020,0
South Sudan,SSD,2/3/2020,0
Spain,ESP,2/3/2020,1
Sri Lanka,LKA,2/3/2020,1
Sudan,SDN,2/3/2020,0
Suriname,SUR,2/3/2020,0
Sweden,SWE,2/3/2020,1
Switzerland,CHE,2/3/2020,0
Syria,SYR,2/3/2020,0
Taiwan*,TWN,2/3/2020,10
Tanzania,TZA,2/3/2020,0
Thailand,THA,2/3/2020,19
Timor-Leste,TLS,2/3/2020,0
Togo,TGO,2/3/2020,0
Trinidad and Tobago,TTO,2/3/2020,0
Tunisia,TUN,2/3/2020,0
Turkey,TUR,2/3/2020,0
US,USA,2/3/2020,11
Uganda,UGA,2/3/2020,0
Ukraine,UKR,2/3/2020,0
United Arab Emirates,ARE,2/3/2020,5
United Kingdom,GBR,2/3/2020,2
Uruguay,URY,2/3/2020,0
Uzbekistan,UZB,2/3/2020,0
Venezuela,VEN,2/3/2020,0
Vietnam,VNM,2/3/2020,8
Western Sahara,ESH,2/3/2020,0
Yemen,YEM,2/3/2020,0
Zambia,ZMB,2/3/2020,0
Zimbabwe,ZWE,2/3/2020,0
Afghanistan,AFG,2/4/2020,0
Albania,ALB,2/4/2020,0
Algeria,DZA,2/4/2020,0
Andorra,AND,2/4/2020,0
Angola,AGO,2/4/2020,0
Antigua and Barbuda,ATG,2/4/2020,0
Argentina,ARG,2/4/2020,0
Armenia,ARM,2/4/2020,0
Australia,AUS,2/4/2020,13
Austria,AUT,2/4/2020,0
Azerbaijan,AZE,2/4/2020,0
Bahamas,BHS,2/4/2020,0
Bahrain,BHR,2/4/2020,0
Bangladesh,BGD,2/4/2020,0
Barbados,BRB,2/4/2020,0
Belarus,BLR,2/4/2020,0
Belgium,BEL,2/4/2020,1
Belize,BLZ,2/4/2020,0
Benin,BEN,2/4/2020,0
Bhutan,BTN,2/4/2020,0
Bolivia,BOL,2/4/2020,0
Bosnia and Herzegovina,BIH,2/4/2020,0
Botswana,BWA,2/4/2020,0
Brazil,BRA,2/4/2020,0
Brunei,BRN,2/4/2020,0
Bulgaria,BGR,2/4/2020,0
Burkina Faso,BFA,2/4/2020,0
Burma,BUM,2/4/2020,0
Burundi,BDI,2/4/2020,0
Cabo Verde,CPV,2/4/2020,0
Cambodia,KHM,2/4/2020,1
Cameroon,CMR,2/4/2020,0
Canada,CAN,2/4/2020,4
Central African Republic,CAF,2/4/2020,0
Chad,TCD,2/4/2020,0
Chile,CHL,2/4/2020,0
China,CHN,2/4/2020,23707
Colombia,COL,2/4/2020,0
Congo (Brazzaville),COG,2/4/2020,0
Congo (Kinshasa),COD,2/4/2020,0
Costa Rica,CRI,2/4/2020,0
Cote d'Ivoire,CIV,2/4/2020,0
Croatia,HRV,2/4/2020,0
Cuba,CUB,2/4/2020,0
Cyprus,CYP,2/4/2020,0
Czechia,CZE,2/4/2020,0
Denmark,DNK,2/4/2020,0
Djibouti,DJI,2/4/2020,0
Dominica,DMA,2/4/2020,0
Dominican Republic,DOM,2/4/2020,0
Ecuador,ECU,2/4/2020,0
Egypt,EGY,2/4/2020,0
El Salvador,SLV,2/4/2020,0
Equatorial Guinea,GNQ,2/4/2020,0
Eritrea,ERI,2/4/2020,0
Estonia,EST,2/4/2020,0
Eswatini,SWZ,2/4/2020,0
Ethiopia,ETH,2/4/2020,0
Fiji,FJI,2/4/2020,0
Finland,FIN,2/4/2020,1
France,FRA,2/4/2020,6
Gabon,GAB,2/4/2020,0
Gambia,GMB,2/4/2020,0
Georgia,GEO,2/4/2020,0
Germany,DEU,2/4/2020,12
Ghana,GHA,2/4/2020,0
Greece,GRC,2/4/2020,0
Grenada,GRD,2/4/2020,0
Guatemala,GTM,2/4/2020,0
Guinea,GIN,2/4/2020,0
Guinea-Bissau,GNB,2/4/2020,0
Guyana,GUY,2/4/2020,0
Haiti,HTI,2/4/2020,0
Holy See,VAT,2/4/2020,0
Honduras,HND,2/4/2020,0
Hungary,HUN,2/4/2020,0
Iceland,ISL,2/4/2020,0
India,IND,2/4/2020,3
Indonesia,IDN,2/4/2020,0
Iran,IRN,2/4/2020,0
Iraq,IRQ,2/4/2020,0
Ireland,IRL,2/4/2020,0
Israel,ISR,2/4/2020,0
Italy,ITA,2/4/2020,2
Jamaica,JAM,2/4/2020,0
Japan,JPN,2/4/2020,22
Jordan,JOR,2/4/2020,0
Kazakhstan,KAZ,2/4/2020,0
Kenya,KEN,2/4/2020,0
"Korea, South",KOR,2/4/2020,16
Kosovo,RKS,2/4/2020,0
Kuwait,KWT,2/4/2020,0
Kyrgyzstan,KGZ,2/4/2020,0
Laos,LAO,2/4/2020,0
Latvia,LVA,2/4/2020,0
Lebanon,LBN,2/4/2020,0
Liberia,LBR,2/4/2020,0
Libya,LBY,2/4/2020,0
Liechtenstein,LIE,2/4/2020,0
Lithuania,LTU,2/4/2020,0
Luxembourg,LUX,2/4/2020,0
Madagascar,MDG,2/4/2020,0
Malawi,MWI,2/4/2020,0
Malaysia,MYS,2/4/2020,10
Maldives,MDV,2/4/2020,0
Mali,MLI,2/4/2020,0
Malta,MLT,2/4/2020,0
Mauritania,MRT,2/4/2020,0
Mauritius,MUS,2/4/2020,0
Mexico,MEX,2/4/2020,0
Moldova,MDA,2/4/2020,0
Monaco,MCO,2/4/2020,0
Mongolia,MNG,2/4/2020,0
Montenegro,MNE,2/4/2020,0
Morocco,MAR,2/4/2020,0
Mozambique,MOZ,2/4/2020,0
Namibia,NAM,2/4/2020,0
Nepal,NPL,2/4/2020,1
Netherlands,NLD,2/4/2020,0
New Zealand,NZL,2/4/2020,0
Nicaragua,NIC,2/4/2020,0
Niger,NER,2/4/2020,0
Nigeria,NGA,2/4/2020,0
North Macedonia,MKD,2/4/2020,0
Norway,NOR,2/4/2020,0
Oman,OMN,2/4/2020,0
Pakistan,PAK,2/4/2020,0
Panama,PAN,2/4/2020,0
Papua New Guinea,PNG,2/4/2020,0
Paraguay,PRY,2/4/2020,0
Peru,PER,2/4/2020,0
Philippines,PHL,2/4/2020,2
Poland,POL,2/4/2020,0
Portugal,PRT,2/4/2020,0
Qatar,QAT,2/4/2020,0
Romania,ROU,2/4/2020,0
Russia,RUS,2/4/2020,2
Rwanda,RWA,2/4/2020,0
Saint Kitts and Nevis,KNA,2/4/2020,0
Saint Lucia,LCA,2/4/2020,0
Saint Vincent and the Grenadines,VCT,2/4/2020,0
San Marino,SMR,2/4/2020,0
Sao Tome and Principe,STP,2/4/2020,0
Saudi Arabia,SAU,2/4/2020,0
Senegal,SEN,2/4/2020,0
Serbia,SRB,2/4/2020,0
Seychelles,SYC,2/4/2020,0
Sierra Leone,SLE,2/4/2020,0
Singapore,SGP,2/4/2020,24
Slovakia,SVK,2/4/2020,0
Slovenia,SVN,2/4/2020,0
Somalia,SOM,2/4/2020,0
South Africa,ZAF,2/4/2020,0
South Sudan,SSD,2/4/2020,0
Spain,ESP,2/4/2020,1
Sri Lanka,LKA,2/4/2020,1
Sudan,SDN,2/4/2020,0
Suriname,SUR,2/4/2020,0
Sweden,SWE,2/4/2020,1
Switzerland,CHE,2/4/2020,0
Syria,SYR,2/4/2020,0
Taiwan*,TWN,2/4/2020,11
Tanzania,TZA,2/4/2020,0
Thailand,THA,2/4/2020,25
Timor-Leste,TLS,2/4/2020,0
Togo,TGO,2/4/2020,0
Trinidad and Tobago,TTO,2/4/2020,0
Tunisia,TUN,2/4/2020,0
Turkey,TUR,2/4/2020,0
US,USA,2/4/2020,11
Uganda,UGA,2/4/2020,0
Ukraine,UKR,2/4/2020,0
United Arab Emirates,ARE,2/4/2020,5
United Kingdom,GBR,2/4/2020,2
Uruguay,URY,2/4/2020,0
Uzbekistan,UZB,2/4/2020,0
Venezuela,VEN,2/4/2020,0
Vietnam,VNM,2/4/2020,8
Western Sahara,ESH,2/4/2020,0
Yemen,YEM,2/4/2020,0
Zambia,ZMB,2/4/2020,0
Zimbabwe,ZWE,2/4/2020,0
Afghanistan,AFG,2/5/2020,0
Albania,ALB,2/5/2020,0
Algeria,DZA,2/5/2020,0
Andorra,AND,2/5/2020,0
Angola,AGO,2/5/2020,0
Antigua and Barbuda,ATG,2/5/2020,0
Argentina,ARG,2/5/2020,0
Armenia,ARM,2/5/2020,0
Australia,AUS,2/5/2020,13
Austria,AUT,2/5/2020,0
Azerbaijan,AZE,2/5/2020,0
Bahamas,BHS,2/5/2020,0
Bahrain,BHR,2/5/2020,0
Bangladesh,BGD,2/5/2020,0
Barbados,BRB,2/5/2020,0
Belarus,BLR,2/5/2020,0
Belgium,BEL,2/5/2020,1
Belize,BLZ,2/5/2020,0
Benin,BEN,2/5/2020,0
Bhutan,BTN,2/5/2020,0
Bolivia,BOL,2/5/2020,0
Bosnia and Herzegovina,BIH,2/5/2020,0
Botswana,BWA,2/5/2020,0
Brazil,BRA,2/5/2020,0
Brunei,BRN,2/5/2020,0
Bulgaria,BGR,2/5/2020,0
Burkina Faso,BFA,2/5/2020,0
Burma,BUM,2/5/2020,0
Burundi,BDI,2/5/2020,0
Cabo Verde,CPV,2/5/2020,0
Cambodia,KHM,2/5/2020,1
Cameroon,CMR,2/5/2020,0
Canada,CAN,2/5/2020,5
Central African Republic,CAF,2/5/2020,0
Chad,TCD,2/5/2020,0
Chile,CHL,2/5/2020,0
China,CHN,2/5/2020,27440
Colombia,COL,2/5/2020,0
Congo (Brazzaville),COG,2/5/2020,0
Congo (Kinshasa),COD,2/5/2020,0
Costa Rica,CRI,2/5/2020,0
Cote d'Ivoire,CIV,2/5/2020,0
Croatia,HRV,2/5/2020,0
Cuba,CUB,2/5/2020,0
Cyprus,CYP,2/5/2020,0
Czechia,CZE,2/5/2020,0
Denmark,DNK,2/5/2020,0
Djibouti,DJI,2/5/2020,0
Dominica,DMA,2/5/2020,0
Dominican Republic,DOM,2/5/2020,0
Ecuador,ECU,2/5/2020,0
Egypt,EGY,2/5/2020,0
El Salvador,SLV,2/5/2020,0
Equatorial Guinea,GNQ,2/5/2020,0
Eritrea,ERI,2/5/2020,0
Estonia,EST,2/5/2020,0
Eswatini,SWZ,2/5/2020,0
Ethiopia,ETH,2/5/2020,0
Fiji,FJI,2/5/2020,0
Finland,FIN,2/5/2020,1
France,FRA,2/5/2020,6
Gabon,GAB,2/5/2020,0
Gambia,GMB,2/5/2020,0
Georgia,GEO,2/5/2020,0
Germany,DEU,2/5/2020,12
Ghana,GHA,2/5/2020,0
Greece,GRC,2/5/2020,0
Grenada,GRD,2/5/2020,0
Guatemala,GTM,2/5/2020,0
Guinea,GIN,2/5/2020,0
Guinea-Bissau,GNB,2/5/2020,0
Guyana,GUY,2/5/2020,0
Haiti,HTI,2/5/2020,0
Holy See,VAT,2/5/2020,0
Honduras,HND,2/5/2020,0
Hungary,HUN,2/5/2020,0
Iceland,ISL,2/5/2020,0
India,IND,2/5/2020,3
Indonesia,IDN,2/5/2020,0
Iran,IRN,2/5/2020,0
Iraq,IRQ,2/5/2020,0
Ireland,IRL,2/5/2020,0
Israel,ISR,2/5/2020,0
Italy,ITA,2/5/2020,2
Jamaica,JAM,2/5/2020,0
Japan,JPN,2/5/2020,22
Jordan,JOR,2/5/2020,0
Kazakhstan,KAZ,2/5/2020,0
Kenya,KEN,2/5/2020,0
"Korea, South",KOR,2/5/2020,19
Kosovo,RKS,2/5/2020,0
Kuwait,KWT,2/5/2020,0
Kyrgyzstan,KGZ,2/5/2020,0
Laos,LAO,2/5/2020,0
Latvia,LVA,2/5/2020,0
Lebanon,LBN,2/5/2020,0
Liberia,LBR,2/5/2020,0
Libya,LBY,2/5/2020,0
Liechtenstein,LIE,2/5/2020,0
Lithuania,LTU,2/5/2020,0
Luxembourg,LUX,2/5/2020,0
Madagascar,MDG,2/5/2020,0
Malawi,MWI,2/5/2020,0
Malaysia,MYS,2/5/2020,12
Maldives,MDV,2/5/2020,0
Mali,MLI,2/5/2020,0
Malta,MLT,2/5/2020,0
Mauritania,MRT,2/5/2020,0
Mauritius,MUS,2/5/2020,0
Mexico,MEX,2/5/2020,0
Moldova,MDA,2/5/2020,0
Monaco,MCO,2/5/2020,0
Mongolia,MNG,2/5/2020,0
Montenegro,MNE,2/5/2020,0
Morocco,MAR,2/5/2020,0
Mozambique,MOZ,2/5/2020,0
Namibia,NAM,2/5/2020,0
Nepal,NPL,2/5/2020,1
Netherlands,NLD,2/5/2020,0
New Zealand,NZL,2/5/2020,0
Nicaragua,NIC,2/5/2020,0
Niger,NER,2/5/2020,0
Nigeria,NGA,2/5/2020,0
North Macedonia,MKD,2/5/2020,0
Norway,NOR,2/5/2020,0
Oman,OMN,2/5/2020,0
Pakistan,PAK,2/5/2020,0
Panama,PAN,2/5/2020,0
Papua New Guinea,PNG,2/5/2020,0
Paraguay,PRY,2/5/2020,0
Peru,PER,2/5/2020,0
Philippines,PHL,2/5/2020,2
Poland,POL,2/5/2020,0
Portugal,PRT,2/5/2020,0
Qatar,QAT,2/5/2020,0
Romania,ROU,2/5/2020,0
Russia,RUS,2/5/2020,2
Rwanda,RWA,2/5/2020,0
Saint Kitts and Nevis,KNA,2/5/2020,0
Saint Lucia,LCA,2/5/2020,0
Saint Vincent and the Grenadines,VCT,2/5/2020,0
San Marino,SMR,2/5/2020,0
Sao Tome and Principe,STP,2/5/2020,0
Saudi Arabia,SAU,2/5/2020,0
Senegal,SEN,2/5/2020,0
Serbia,SRB,2/5/2020,0
Seychelles,SYC,2/5/2020,0
Sierra Leone,SLE,2/5/2020,0
Singapore,SGP,2/5/2020,28
Slovakia,SVK,2/5/2020,0
Slovenia,SVN,2/5/2020,0
Somalia,SOM,2/5/2020,0
South Africa,ZAF,2/5/2020,0
South Sudan,SSD,2/5/2020,0
Spain,ESP,2/5/2020,1
Sri Lanka,LKA,2/5/2020,1
Sudan,SDN,2/5/2020,0
Suriname,SUR,2/5/2020,0
Sweden,SWE,2/5/2020,1
Switzerland,CHE,2/5/2020,0
Syria,SYR,2/5/2020,0
Taiwan*,TWN,2/5/2020,11
Tanzania,TZA,2/5/2020,0
Thailand,THA,2/5/2020,25
Timor-Leste,TLS,2/5/2020,0
Togo,TGO,2/5/2020,0
Trinidad and Tobago,TTO,2/5/2020,0
Tunisia,TUN,2/5/2020,0
Turkey,TUR,2/5/2020,0
US,USA,2/5/2020,11
Uganda,UGA,2/5/2020,0
Ukraine,UKR,2/5/2020,0
United Arab Emirates,ARE,2/5/2020,5
United Kingdom,GBR,2/5/2020,2
Uruguay,URY,2/5/2020,0
Uzbekistan,UZB,2/5/2020,0
Venezuela,VEN,2/5/2020,0
Vietnam,VNM,2/5/2020,8
Western Sahara,ESH,2/5/2020,0
Yemen,YEM,2/5/2020,0
Zambia,ZMB,2/5/2020,0
Zimbabwe,ZWE,2/5/2020,0
Afghanistan,AFG,2/6/2020,0
Albania,ALB,2/6/2020,0
Algeria,DZA,2/6/2020,0
Andorra,AND,2/6/2020,0
Angola,AGO,2/6/2020,0
Antigua and Barbuda,ATG,2/6/2020,0
Argentina,ARG,2/6/2020,0
Armenia,ARM,2/6/2020,0
Australia,AUS,2/6/2020,14
Austria,AUT,2/6/2020,0
Azerbaijan,AZE,2/6/2020,0
Bahamas,BHS,2/6/2020,0
Bahrain,BHR,2/6/2020,0
Bangladesh,BGD,2/6/2020,0
Barbados,BRB,2/6/2020,0
Belarus,BLR,2/6/2020,0
Belgium,BEL,2/6/2020,1
Belize,BLZ,2/6/2020,0
Benin,BEN,2/6/2020,0
Bhutan,BTN,2/6/2020,0
Bolivia,BOL,2/6/2020,0
Bosnia and Herzegovina,BIH,2/6/2020,0
Botswana,BWA,2/6/2020,0
Brazil,BRA,2/6/2020,0
Brunei,BRN,2/6/2020,0
Bulgaria,BGR,2/6/2020,0
Burkina Faso,BFA,2/6/2020,0
Burma,BUM,2/6/2020,0
Burundi,BDI,2/6/2020,0
Cabo Verde,CPV,2/6/2020,0
Cambodia,KHM,2/6/2020,1
Cameroon,CMR,2/6/2020,0
Canada,CAN,2/6/2020,5
Central African Republic,CAF,2/6/2020,0
Chad,TCD,2/6/2020,0
Chile,CHL,2/6/2020,0
China,CHN,2/6/2020,30587
Colombia,COL,2/6/2020,0
Congo (Brazzaville),COG,2/6/2020,0
Congo (Kinshasa),COD,2/6/2020,0
Costa Rica,CRI,2/6/2020,0
Cote d'Ivoire,CIV,2/6/2020,0
Croatia,HRV,2/6/2020,0
Cuba,CUB,2/6/2020,0
Cyprus,CYP,2/6/2020,0
Czechia,CZE,2/6/2020,0
Denmark,DNK,2/6/2020,0
Djibouti,DJI,2/6/2020,0
Dominica,DMA,2/6/2020,0
Dominican Republic,DOM,2/6/2020,0
Ecuador,ECU,2/6/2020,0
Egypt,EGY,2/6/2020,0
El Salvador,SLV,2/6/2020,0
Equatorial Guinea,GNQ,2/6/2020,0
Eritrea,ERI,2/6/2020,0
Estonia,EST,2/6/2020,0
Eswatini,SWZ,2/6/2020,0
Ethiopia,ETH,2/6/2020,0
Fiji,FJI,2/6/2020,0
Finland,FIN,2/6/2020,1
France,FRA,2/6/2020,6
Gabon,GAB,2/6/2020,0
Gambia,GMB,2/6/2020,0
Georgia,GEO,2/6/2020,0
Germany,DEU,2/6/2020,12
Ghana,GHA,2/6/2020,0
Greece,GRC,2/6/2020,0
Grenada,GRD,2/6/2020,0
Guatemala,GTM,2/6/2020,0
Guinea,GIN,2/6/2020,0
Guinea-Bissau,GNB,2/6/2020,0
Guyana,GUY,2/6/2020,0
Haiti,HTI,2/6/2020,0
Holy See,VAT,2/6/2020,0
Honduras,HND,2/6/2020,0
Hungary,HUN,2/6/2020,0
Iceland,ISL,2/6/2020,0
India,IND,2/6/2020,3
Indonesia,IDN,2/6/2020,0
Iran,IRN,2/6/2020,0
Iraq,IRQ,2/6/2020,0
Ireland,IRL,2/6/2020,0
Israel,ISR,2/6/2020,0
Italy,ITA,2/6/2020,2
Jamaica,JAM,2/6/2020,0
Japan,JPN,2/6/2020,22
Jordan,JOR,2/6/2020,0
Kazakhstan,KAZ,2/6/2020,0
Kenya,KEN,2/6/2020,0
"Korea, South",KOR,2/6/2020,23
Kosovo,RKS,2/6/2020,0
Kuwait,KWT,2/6/2020,0
Kyrgyzstan,KGZ,2/6/2020,0
Laos,LAO,2/6/2020,0
Latvia,LVA,2/6/2020,0
Lebanon,LBN,2/6/2020,0
Liberia,LBR,2/6/2020,0
Libya,LBY,2/6/2020,0
Liechtenstein,LIE,2/6/2020,0
Lithuania,LTU,2/6/2020,0
Luxembourg,LUX,2/6/2020,0
Madagascar,MDG,2/6/2020,0
Malawi,MWI,2/6/2020,0
Malaysia,MYS,2/6/2020,12
Maldives,MDV,2/6/2020,0
Mali,MLI,2/6/2020,0
Malta,MLT,2/6/2020,0
Mauritania,MRT,2/6/2020,0
Mauritius,MUS,2/6/2020,0
Mexico,MEX,2/6/2020,0
Moldova,MDA,2/6/2020,0
Monaco,MCO,2/6/2020,0
Mongolia,MNG,2/6/2020,0
Montenegro,MNE,2/6/2020,0
Morocco,MAR,2/6/2020,0
Mozambique,MOZ,2/6/2020,0
Namibia,NAM,2/6/2020,0
Nepal,NPL,2/6/2020,1
Netherlands,NLD,2/6/2020,0
New Zealand,NZL,2/6/2020,0
Nicaragua,NIC,2/6/2020,0
Niger,NER,2/6/2020,0
Nigeria,NGA,2/6/2020,0
North Macedonia,MKD,2/6/2020,0
Norway,NOR,2/6/2020,0
Oman,OMN,2/6/2020,0
Pakistan,PAK,2/6/2020,0
Panama,PAN,2/6/2020,0
Papua New Guinea,PNG,2/6/2020,0
Paraguay,PRY,2/6/2020,0
Peru,PER,2/6/2020,0
Philippines,PHL,2/6/2020,2
Poland,POL,2/6/2020,0
Portugal,PRT,2/6/2020,0
Qatar,QAT,2/6/2020,0
Romania,ROU,2/6/2020,0
Russia,RUS,2/6/2020,2
Rwanda,RWA,2/6/2020,0
Saint Kitts and Nevis,KNA,2/6/2020,0
Saint Lucia,LCA,2/6/2020,0
Saint Vincent and the Grenadines,VCT,2/6/2020,0
San Marino,SMR,2/6/2020,0
Sao Tome and Principe,STP,2/6/2020,0
Saudi Arabia,SAU,2/6/2020,0
Senegal,SEN,2/6/2020,0
Serbia,SRB,2/6/2020,0
Seychelles,SYC,2/6/2020,0
Sierra Leone,SLE,2/6/2020,0
Singapore,SGP,2/6/2020,28
Slovakia,SVK,2/6/2020,0
Slovenia,SVN,2/6/2020,0
Somalia,SOM,2/6/2020,0
South Africa,ZAF,2/6/2020,0
South Sudan,SSD,2/6/2020,0
Spain,ESP,2/6/2020,1
Sri Lanka,LKA,2/6/2020,1
Sudan,SDN,2/6/2020,0
Suriname,SUR,2/6/2020,0
Sweden,SWE,2/6/2020,1
Switzerland,CHE,2/6/2020,0
Syria,SYR,2/6/2020,0
Taiwan*,TWN,2/6/2020,16
Tanzania,TZA,2/6/2020,0
Thailand,THA,2/6/2020,25
Timor-Leste,TLS,2/6/2020,0
Togo,TGO,2/6/2020,0
Trinidad and Tobago,TTO,2/6/2020,0
Tunisia,TUN,2/6/2020,0
Turkey,TUR,2/6/2020,0
US,USA,2/6/2020,11
Uganda,UGA,2/6/2020,0
Ukraine,UKR,2/6/2020,0
United Arab Emirates,ARE,2/6/2020,5
United Kingdom,GBR,2/6/2020,2
Uruguay,URY,2/6/2020,0
Uzbekistan,UZB,2/6/2020,0
Venezuela,VEN,2/6/2020,0
Vietnam,VNM,2/6/2020,10
Western Sahara,ESH,2/6/2020,0
Yemen,YEM,2/6/2020,0
Zambia,ZMB,2/6/2020,0
Zimbabwe,ZWE,2/6/2020,0
Afghanistan,AFG,2/7/2020,0
Albania,ALB,2/7/2020,0
Algeria,DZA,2/7/2020,0
Andorra,AND,2/7/2020,0
Angola,AGO,2/7/2020,0
Antigua and Barbuda,ATG,2/7/2020,0
Argentina,ARG,2/7/2020,0
Armenia,ARM,2/7/2020,0
Australia,AUS,2/7/2020,15
Austria,AUT,2/7/2020,0
Azerbaijan,AZE,2/7/2020,0
Bahamas,BHS,2/7/2020,0
Bahrain,BHR,2/7/2020,0
Bangladesh,BGD,2/7/2020,0
Barbados,BRB,2/7/2020,0
Belarus,BLR,2/7/2020,0
Belgium,BEL,2/7/2020,1
Belize,BLZ,2/7/2020,0
Benin,BEN,2/7/2020,0
Bhutan,BTN,2/7/2020,0
Bolivia,BOL,2/7/2020,0
Bosnia and Herzegovina,BIH,2/7/2020,0
Botswana,BWA,2/7/2020,0
Brazil,BRA,2/7/2020,0
Brunei,BRN,2/7/2020,0
Bulgaria,BGR,2/7/2020,0
Burkina Faso,BFA,2/7/2020,0
Burma,BUM,2/7/2020,0
Burundi,BDI,2/7/2020,0
Cabo Verde,CPV,2/7/2020,0
Cambodia,KHM,2/7/2020,1
Cameroon,CMR,2/7/2020,0
Canada,CAN,2/7/2020,7
Central African Republic,CAF,2/7/2020,0
Chad,TCD,2/7/2020,0
Chile,CHL,2/7/2020,0
China,CHN,2/7/2020,34110
Colombia,COL,2/7/2020,0
Congo (Brazzaville),COG,2/7/2020,0
Congo (Kinshasa),COD,2/7/2020,0
Costa Rica,CRI,2/7/2020,0
Cote d'Ivoire,CIV,2/7/2020,0
Croatia,HRV,2/7/2020,0
Cuba,CUB,2/7/2020,0
Cyprus,CYP,2/7/2020,0
Czechia,CZE,2/7/2020,0
Denmark,DNK,2/7/2020,0
Djibouti,DJI,2/7/2020,0
Dominica,DMA,2/7/2020,0
Dominican Republic,DOM,2/7/2020,0
Ecuador,ECU,2/7/2020,0
Egypt,EGY,2/7/2020,0
El Salvador,SLV,2/7/2020,0
Equatorial Guinea,GNQ,2/7/2020,0
Eritrea,ERI,2/7/2020,0
Estonia,EST,2/7/2020,0
Eswatini,SWZ,2/7/2020,0
Ethiopia,ETH,2/7/2020,0
Fiji,FJI,2/7/2020,0
Finland,FIN,2/7/2020,1
France,FRA,2/7/2020,6
Gabon,GAB,2/7/2020,0
Gambia,GMB,2/7/2020,0
Georgia,GEO,2/7/2020,0
Germany,DEU,2/7/2020,13
Ghana,GHA,2/7/2020,0
Greece,GRC,2/7/2020,0
Grenada,GRD,2/7/2020,0
Guatemala,GTM,2/7/2020,0
Guinea,GIN,2/7/2020,0
Guinea-Bissau,GNB,2/7/2020,0
Guyana,GUY,2/7/2020,0
Haiti,HTI,2/7/2020,0
Holy See,VAT,2/7/2020,0
Honduras,HND,2/7/2020,0
Hungary,HUN,2/7/2020,0
Iceland,ISL,2/7/2020,0
India,IND,2/7/2020,3
Indonesia,IDN,2/7/2020,0
Iran,IRN,2/7/2020,0
Iraq,IRQ,2/7/2020,0
Ireland,IRL,2/7/2020,0
Israel,ISR,2/7/2020,0
Italy,ITA,2/7/2020,3
Jamaica,JAM,2/7/2020,0
Japan,JPN,2/7/2020,25
Jordan,JOR,2/7/2020,0
Kazakhstan,KAZ,2/7/2020,0
Kenya,KEN,2/7/2020,0
"Korea, South",KOR,2/7/2020,24
Kosovo,RKS,2/7/2020,0
Kuwait,KWT,2/7/2020,0
Kyrgyzstan,KGZ,2/7/2020,0
Laos,LAO,2/7/2020,0
Latvia,LVA,2/7/2020,0
Lebanon,LBN,2/7/2020,0
Liberia,LBR,2/7/2020,0
Libya,LBY,2/7/2020,0
Liechtenstein,LIE,2/7/2020,0
Lithuania,LTU,2/7/2020,0
Luxembourg,LUX,2/7/2020,0
Madagascar,MDG,2/7/2020,0
Malawi,MWI,2/7/2020,0
Malaysia,MYS,2/7/2020,12
Maldives,MDV,2/7/2020,0
Mali,MLI,2/7/2020,0
Malta,MLT,2/7/2020,0
Mauritania,MRT,2/7/2020,0
Mauritius,MUS,2/7/2020,0
Mexico,MEX,2/7/2020,0
Moldova,MDA,2/7/2020,0
Monaco,MCO,2/7/2020,0
Mongolia,MNG,2/7/2020,0
Montenegro,MNE,2/7/2020,0
Morocco,MAR,2/7/2020,0
Mozambique,MOZ,2/7/2020,0
Namibia,NAM,2/7/2020,0
Nepal,NPL,2/7/2020,1
Netherlands,NLD,2/7/2020,0
New Zealand,NZL,2/7/2020,0
Nicaragua,NIC,2/7/2020,0
Niger,NER,2/7/2020,0
Nigeria,NGA,2/7/2020,0
North Macedonia,MKD,2/7/2020,0
Norway,NOR,2/7/2020,0
Oman,OMN,2/7/2020,0
Pakistan,PAK,2/7/2020,0
Panama,PAN,2/7/2020,0
Papua New Guinea,PNG,2/7/2020,0
